# Dados da tabela: 
# DATA TEMP UMIDADE PRESSAO LUMINOSIDADE
# Obs.: A data está no formato aaaammddHHMMSS; TEMP em graus celsius; UMIDADE em %;
# PRESSAO em Pascal; LUMINOSIDADE sem unidade 

20140708194204	10.1	99.9	101934	330
20140708194303	10.1	99.9	101945	343
20140708194403	10.0	99.9	101925	297
20140708194502	10.0	99.9	101931	286
20140708194602	10.0	99.9	101936	295
20140708194701	10.0	99.9	101925	378
20140708194800	10.0	99.9	101917	308
20140708194900	10.0	99.9	101922	494
20140708194959	10.0	99.9	101922	337
20140708195058	10.0	99.9	101919	351
20140708195158	10.0	99.9	101917	442
20140708195257	9.9	99.9	101922	338
20140708195357	9.9	99.9	101925	333
20140708195456	9.9	99.9	101922	338
20140708195555	9.9	99.9	101922	364
20140708195655	9.9	99.9	101922	348
20140708195754	9.9	99.9	101928	329
20140708195853	9.9	99.9	101916	350
20140708195953	9.9	99.9	101925	338
20140708200052	9.9	99.9	101919	344
20140708200152	9.9	99.9	101925	441
20140708200251	9.9	99.9	101922	424
20140708200350	9.9	99.9	101916	338
20140708200450	9.8	99.9	101910	344
20140708200549	9.8	99.9	101913	341
20140708200648	9.8	99.9	101916	348
20140708200748	9.8	99.9	101913	455
20140708200847	9.7	99.9	101916	337
20140708200947	9.7	99.9	101910	348
20140708201046	9.7	99.9	101904	356
20140708201145	9.7	99.9	101910	644
20140708201245	9.7	99.9	101916	591
20140708201344	9.7	99.9	101913	342
20140708201443	9.6	99.9	101924	363
20140708201543	9.6	99.9	101921	372
20140708201642	9.6	99.9	101921	353
20140708201742	9.6	99.9	101929	344
20140708201841	9.6	99.9	101924	329
20140708201940	9.6	99.9	101918	327
20140708202040	9.6	99.9	101909	333
20140708202139	9.6	99.9	101918	334
20140708202238	9.6	99.9	101915	341
20140708202338	9.5	99.9	101932	345
20140708202437	9.5	99.9	101918	321
20140708202537	9.5	99.9	101926	328
20140708202636	9.5	99.9	101923	595
20140708202735	9.5	99.9	101929	349
20140708202835	9.5	99.9	101920	357
20140708202934	9.4	99.9	101929	335
20140708203033	9.5	99.9	101912	368
20140708203133	9.4	99.9	101926	335
20140708203232	9.4	99.9	101909	337
20140708203332	9.4	99.9	101925	369
20140708203431	9.4	99.9	101917	320
20140708203530	9.4	99.9	101914	341
20140708203630	9.4	99.9	101911	451
20140708203729	9.4	99.9	101914	438
20140708203828	9.4	99.9	101911	363
20140708203928	9.4	99.9	101914	434
20140708204027	9.4	99.9	101911	356
20140708204127	9.4	99.9	101917	365
